order_id,customer_id,order_date,product_number,country_iso
0195f28fd8077349aaa067abfbcd921a,0195f28f24ff70189a1577219ad468cd,2025-04-01,SOJA_002,NL
0195f0225bbf73b49751af4d1e76c70e,646568d96d394729aab6db9f0e780a57,2025-04-01,AHORN_001,IT
0195f33bf52a720daeb27db53e18b9be,018dcc6afd9e72a89e2c969ea86569d6,2025-04-01,SCHOKO_040,IT
0195f27620b373308a61c1ce1fa235ca,0195f27528bc705bb5c8e9eb17f6e935,2025-04-01,EDEL_001,IT
0195eee4834f71199711a093b5fdd9ef,019493480da470c291d8c2c8c62af379,2025-04-01,OEL_007,IT
0195f0ce686073248739a84e8d970669,bd6adc080f2e41fabf82d57834627277,2025-04-01,SCHOKO_001,IT
0195f2e2eb577161bb369bfab5e5c935,7ab2d7c98cf74d8db1baef73d3566df4,2025-04-01,ANNAPANNA,IT
0195f1749a9472f6a430731e9b0ab462,01926c54e8a87076b176a24d4743ca9b,2025-04-01,MUS_053,IT
0195f11549e273b69c4feb46d976157a,48e623605bd34da69f08b302a98705ba,2025-04-01,MUS_053,IT
7aa588c0e61a46898c569a41b29563e4,e41ded8fa80d47ecb8b912006422dc3a,2025-04-01,PISTA_001,IT
0195f0225bbf73b49751af4d1e76c70e,646568d96d394729aab6db9f0e780a57,2025-04-01,UNPIZZICO,IT
0195f153bb1572ea89c6d6f3f21f35fe,f4e50109fa06482594aa30f10714bae8,2025-04-01,AUFSTR_043,IT
0195f38ec3007387b075e0338ca86542,01957289886b70438f35c9af7200d7ac,2025-04-01,ERDNUSS_010,IT
0195f2f6b72c73d1a534a19031b6ae1c,32f911563a5c40e685b67fa3b5275022,2025-04-01,MAIS_005,IT
0195f0af1248703ab49982407f3c4dac,0191f14b93a07240a13b319f577b0cd1,2025-04-01,IT_MUS_144,IT
0195f2b1ada8720ca7e391ec234a7ce5,018ea9c15d357044bdcd4e4dba3452f9,2025-04-01,HASELN_002,IT
0195f0f05fac723f9ad00a61993b0671,902af51281c2485eabd5dd851548d316,2025-04-01,DRINK_001_T12,IT
0195f2fde1c47125bc5b6399a0fec823,c2204b4ca82c4277b1d7acae784a23a8,2025-04-01,PEKAN_008,NL
0195f1310f5e7123850ceef5e24db590,01928b141fec723eb456e1e951b78f03,2025-04-01,ALICEPIZZAKAIJU,IT
0195f001e16571f797801dff39014780,0195f00127247127a80bec691ca2fcb8,2025-04-01,ALICEPIZZAKAIJU,IT
0195f31599d3727294828394211b73f9,0195f30f86f1719babee11405d07b431,2025-04-01,MUS_053,IT
0195f28177c0719192a3b9593dce1b0f,018c2f430bac719f91c3b3793300b4de,2025-04-01,FIOCCO5,IT
0195f191b9e17113af103ffba237c7a6,018d83d96e8672a98deb0055e5e55b7c,2025-04-01,PROTEIN_045,IT
0195f1d0a66d72778c5bf1221437a274,0195e82e0ff9716784c36f95c25a3766,2025-04-01,SALZ_004,IT
0195f229fa6372d39232d31a98c61086,59f447390c8549b8a67c18f875dbacd6,2025-04-01,TORTEL_007,IT
0195f0d94c09734fbef5e9c6f9b1a853,0195f0d8563d72b4903a63bcca057f75,2025-04-01,TORTEL_009,IT
0195f1e1f20071c1b455977b2bd106ca,d8aaa9ee24984eb9820f86f317c39e2c,2025-04-01,MUS_007,IT
0195f0eb6e0270fc98419101fe02f2b5,0178c03195c24cee8d5d37d78a1085fb,2025-04-01,CREME_017,IT
0195f233bc8073b5892d0f144c1cadeb,018c877e68bf7265912efead7396dc82,2025-04-01,DATT_001,IT
0195f105af4070dbb349c453c220d9e6,78a67b13a3e24904b3290ad0e6e90026,2025-04-01,CASHEW_003,IT
0195f0508afc725b8b1f784fa7fbc037,0195f04fbacd71a3b8fcfff1e45be9cd,2025-04-01,NL_MUS_006_ZW,NL
0195f33f9e1173f686e5fb9ea84d7e56,0195f33f010f7046aa2bd3cab10909ab,2025-04-01,ERBSE_007,NL
0195f2696fc17265ab7b96492c511b31,6308e9c221234882977f2c4b22fee939,2025-04-01,NUMIX_002,IT
0195f15377e5708980e1f434d390ade9,74638a9fef49459abc72909dd1efbfce,2025-04-01,NUDEL_001,IT
0195f2f48b85709d9ac171a941fdde3a,01906df0de68729aaa5ddba69ff2ad6c,2025-04-01,NUSS_001,IT
0195f11f67d07209a38d55ec2617bfff,0195f11f3be37065b2b4e5fbcd2d7aee,2025-04-01,ALEX3,IT
0195f1da9c5470fc9dab127f983522af,b865f8bf98b74cf688bdb09149773db4,2025-04-01,MUS_053,IT
0195f24ebe787215895fba8dcc6ef96b,0194d135db9d73b3b27c213ceafebfee,2025-04-01,MEHL_018,IT
0195f3003f12725e984deeff29c77c24,54deb048d58040f9a80edd9702efde9a,2025-04-01,PESTO_003,IT
0195f30f9e1a72c085e1aa22ec8b39df,0195f30c5ba5722692ac93580a895b61,2025-04-01,KIMCHI_001,IT
0195f0f818627340bebfb359fb105350,0195f0f75c357350b5af7574f81e931f,2025-04-01,FEIG_008,IT
0195f2cb470771bab32607229f608037,0191dac6741970d6ba64efb996f7786e,2025-04-01,SOJA_019,IT
0195f2ac369c7161ab16a6c2e9b55289,018e3d5a1018723ebf9bdf14b2dd53d6,2025-04-01,TOM_001,IT
0195f23dd8a47091ab45fd4e7f8d983e,0195f23d6d647226acf8044507667333,2025-04-01,CASHEW_007,NL
0195eff3b9ad73ff8bc70f0a9f1e4308,905134915d874f04a0d66a25326273ff,2025-04-01,PROTEIN_065_T12,IT
0195f01b451071c3b16c559882e35c67,40246c1b153743d395fd97b15671ab1f,2025-04-01,BLISS_015,IT
0195f12ff3ea70aebae417bb8fe5cafc,6354c34dc5734492a8b64b94ba93fc42,2025-04-01,BLISS_021,IT
0195f1e1f20071c1b455977b2bd106ca,d8aaa9ee24984eb9820f86f317c39e2c,2025-04-01,RIEGEL_041,IT
0195f2efdb6b7383bc4dcff42d862e78,0195f2dee624731db7477027ea107bf2,2025-04-01,BITE_001,IT
0195f28ce4cb73f4b37507062597d285,018f51e2053d70e4866b9904a9d33841,2025-04-01,CRACKER_024,IT
0195f350e91a7148972f82649f2c5097,01926bac786f70038c672a558cb63cb8,2025-04-01,SOJA_013,IT
0195f234a5fd720a883134db301bf6c1,0195f23370417209921ce568b22fddd9,2025-04-01,CREME_026_ZW,IT
0195f11549e273b69c4feb46d976157a,48e623605bd34da69f08b302a98705ba,2025-04-01,MUS_021,IT
0195f2197fad72a5a4aaff409b39b9a5,019307f3e14b7339a8bcbd17160d5f8c,2025-04-01,KRAUT_007,IT
0195f035f97973c2bc3937fd527b9bb2,413ae1bd94be433081b75c8056780e1c,2025-04-01,CREME_017,IT
0195f1355f4973b7b349f2adc769f019,43bdf260d1c34a2996b1fa7ca792ff29,2025-04-01,RIEGEL_011_T10,IT
0195f063fdf0702dbfe7dfa1a24411e3,185dadfec87d4942afef0768d82a082a,2025-04-01,CREME_001,IT
0195f2fd9e81704a854c82c38f95e385,019427738887725c9102a6791f401dbb,2025-04-01,GEWUERZ_022,NL
0195f2ef2036739f8c41468df6fc65da,c39d523878b34004b2a95d18b251e256,2025-04-01,MUS_053,IT
0195f31287cc72598a5e7eda0a5271c5,01935013278871ed8161058662e3b548,2025-04-01,KEKS_002,IT
0195f2408fed7194969f8ecda031b864,0194cdfa311c72ef9d24f6b1f2e0ba76,2025-04-01,PROTEIN_051,NL
0195f0f14ac070d6b964bd532dcafe02,0195901b34d070f89413033b3348dce0,2025-04-01,SALZ_004,IT
0195f2d79e5271e9af044484bc23739f,0195f2c2475f719daa698fe6ed8504bb,2025-04-01,TORTEL_008,IT
0195f3a7654b715fb8ff4cc4b64ff770,0195f3a6ca1272f5aff80727749467af,2025-04-01,PESTO_001,IT
0195f1170cee711e96b85f51b5bcc9df,018c2065238f7099b92eba86e8ddf5d1,2025-04-01,SOJA_013,IT
0195f2dba42572d290d0cf356c7c8a05,0195ed259fdc724598a3ed50daa87e93,2025-04-01,SAUCE_005,IT
0195f2fc64e6709b87cba9b797fa444a,a24074df09ef46eea2df25810e49d287,2025-04-01,GEB_010,IT
0195f13936d47291b02743576835a76e,0195f138ccc67103b573befdefbecb1c,2025-04-01,MUS_007,NL
0195f2f2c47f70c2a2241875407428b2,977cef7b734c4787833363de9db24a5b,2025-04-01,MUS_021,IT
0195f1cfa3f373c09b764fbee2d678dc,018dcc1cbbbd70dfbdabaf58d74d4966,2025-04-01,ERDNUSS_010,IT
0195f31d44c471989196396dbb21fe92,7d0f1b78dc9d47c6af684e943fd1e8a2,2025-04-01,SOJA_002,IT
0195f10b7bf57331ba2ccd8d9a8d9f00,019479e544977072bc32dff7e534390e,2025-04-01,VPARM_001,IT
0195f0e8e06f736ba3f9d925d22755d1,0194c7fec57e721ea2398a9577476823,2025-04-01,KOKOS_012,IT
0195f2670261713ca1013ab010f03784,5644c83ec6fc4fdbb6f74c264d2cd0f6,2025-04-01,KICH_003,IT
0195f0ff77bf7353bec90ce078ac6b6e,70dcbc4803ee482fa4e3cc32c0533a9d,2025-04-01,PEKAN_003,IT
0195f33f9e1173f686e5fb9ea84d7e56,0195f33f010f7046aa2bd3cab10909ab,2025-04-01,HIM_009,NL
0195f31cdf3973c99e90e71d93cb3c75,7889ab5f4d794b95986fcc2e0b2b7dd0,2025-04-01,ALICEPIZZAKAIJU,IT
0195f259ddcf706fb72ae9d1880e5f2d,0195f258dd8b71ed9f31898ed5d65d99,2025-04-01,FIOCCO5,IT
0195f2eafc9971b6ba59b2ed67ef8159,566a3cf80b664fe4b64938ef457d0512,2025-04-01,KoRo Voucher,IT
0195f2b5f9887244ac38c8ff4dc78c9c,ab4fa78525ec4caf9fbc974f1b6002c9,2025-04-01,HUELSEN_028,IT
0195f1cfa3f373c09b764fbee2d678dc,018dcc1cbbbd70dfbdabaf58d74d4966,2025-04-01,KUERBIS_006,IT
0195f14cafa570debdf94e231bd731bc,0194a038c88c72629eaf75873da7ac6b,2025-04-01,SOJA_013,IT
0195f0743a077352b7a0b6e17ee0c179,b70e699461294c4f93bd566048b3706b,2025-04-01,DATT_038,IT
0195f15506f37379a5f52c850d4ff9cd,0195f0e17ccc7135ad28772a5c38784b,2025-04-01,HUM_001,IT
0195f136dd9c702588b23d291a45249d,721388b39a7148a09a5212f3b0e03641,2025-04-01,MUS_007,IT
0195f229ea0372c8a84cdbaf40968c83,018c244f13087018a93c362610e2b1fa,2025-04-01,CHI_001,IT
0195f187a78e71ff9de771524786ade8,566d5605b19d442e9ef86f0cbb910acf,2025-04-01,SOJA_001,IT
0195f013882f70e19252fede12254e7f,01936518edbd729abebca46bc02372ff,2025-04-01,LEIN_004,IT
0195f2a92ad4712bb44b0590675d19bf,5c8ae97345db46a58368cdd5619832b7,2025-04-01,MEDJO_025,IT
0195f2584d8a7155b4df3dc66a192331,0193b1c8872673f3b5e4294893617613,2025-04-01,MAULB_003,IT
0195f2d67ea27322908261246ec8810a,0195f2a543af7163b5d4b194a4aecb57,2025-04-01,KORODENISE,IT
0195f0418c6f7096bac6b4d14b7ca536,0195f0404d1d719da624af36df2ef397,2025-04-01,BLISS_005,IT
0195f2cd7fc871e880b1d49326a7924c,0195f2c9ba98718dbedfcfd11ab11680,2025-04-01,RIEGEL_043,IT
0195f0cd3942721c852face153a44770,0195f0cbce9f715293eb8fe55d218675,2025-04-01,ERBSE_003,IT
0195f108959f71f69ac89f6f5c719aea,0195f101cd697198b45c395190d6f9c6,2025-04-01,PROTEIN_051,NL
0195f207e9d471fea0b944996dd97988,de90ad5b05f3492bbb1279fc767c4cde,2025-04-01,WURST_001,IT
0195f328429970ea9677f8a3a55da229,0195f31d7aa671cc9df5f46958b096a1,2025-04-01,WURST_002,IT
0195f33324bc708a97fe4a47a012960a,0195f32daffd721c9cfdde108c1776fd,2025-04-01,MUS_004,IT
0195f1402e5470a9a896e6ab6962ae3e,0195f13834b772ee85d175fea82828df,2025-04-01,PUREE_001,NL
0195f1468da972548f9d41c7e242c08f,0195f14609cb738ca2e03d6198936216,2025-04-01,HAFER_008,IT
0195f2d8bd37736a894aebd2f637cf61,019204c552ab7297b456ba81ee54f87c,2025-04-01,MUS_007,IT
0195f1899261712389bae56f0f8e54fc,019389317d3171d6a8fce77f3defac57,2025-04-01,KOKOS_013,IT
0195f111100673e9bc62a1ddfe613251,0195a5c81ab6706d9343836f2c2f6ac4,2025-04-01,SOJA_001,IT
0195f2e3db2e739aa66a1b0720f54c8e,364b9739149a464bbe455491a5e47513,2025-04-01,SOJA_002,IT
0195f068159d736882eff35ccfd58499,0195f0676c77727194f60d6630066f4e,2025-04-01,TOM_001,NL
0195f2a0bf2872d2811ebe6747b3b3cb,0195f29fceda739984261426f1c8b0ac,2025-04-01,MUS_005,IT
12fc4202086f4f5a916f26634ae46103,9d3bd5f6bde64bea8d0603ee49bc17a4,2025-04-01,FLAP_004_T15,IT
0195f338e7a5704ebbf209c476c0b186,01938d4b50717088957397d106a15889,2025-04-01,FODMAP5,IT
0195f1a396d770d08d8381d27e65f5a4,cc5ca062634e43f9a4de41e10d091894,2025-04-01,KUERBIS_006,IT
0195f174c7d472609675dba25e6729a3,d0bc2c1f1c164692a5ec5a3edd62d63a,2025-04-01,BURGER_005,IT
0195f22d837272bea40967b24d665f7c,0195e82e0ff9716784c36f95c25a3766,2025-04-01,OEL_031,IT
0195f2ef2036739f8c41468df6fc65da,c39d523878b34004b2a95d18b251e256,2025-04-01,MAIS_018,IT
0195f28ce4cb73f4b37507062597d285,018f51e2053d70e4866b9904a9d33841,2025-04-01,HAFER_008,IT
0195f0c06ea173fe95003efb67adb894,018ff658b0d871aebf395c8e471eb4f3,2025-04-01,PORRIDGE_009,IT
0195f310293c735ba37816eef9c8ae3c,0195f30f03727033925b5a7a07e7f13c,2025-04-01,ERDNUSS_010,IT
0195f12c293470f59bef3a11b2ee4ea8,c18c1a6e97374518ab171efbca0cf2db,2025-04-01,HUELSEN_028_T12,NL
0195f18e8d45722f9f8b4205ac15f25b,0190ca32fc3972f299fb0b543749de25,2025-04-01,BUN_001,IT
0195f35454157287b428cbf6cc0b7f52,0195f0cbedc2728c9ffc86542f507f41,2025-04-01,VEPRO_002,IT
0195f2cf09ad70779e9add374af33952,01954de4495c70f2ad0ba9d3bddf369e,2025-04-01,CUCINARESTANCA,IT
0195f0d94c09734fbef5e9c6f9b1a853,0195f0d8563d72b4903a63bcca057f75,2025-04-01,MUS_053,IT
0195f12c293470f59bef3a11b2ee4ea8,c18c1a6e97374518ab171efbca0cf2db,2025-04-01,MUS_053,NL
0195f27f9c5571988d9a9707c3466acd,0195f27e5d2272989d459c20d2dd81bb,2025-04-01,STREGA,IT
0195f17b84617338b998148fb11657b2,01954cbe836670d48ad3071a7223bad8,2025-04-01,KUERBIS_006,IT
0195f2a05dec7033b86e539cdb9c29e7,0194cd0b5c71706880bc90917213d133,2025-04-01,KOKOS_040,IT
0195f10cde9a71dcac6c14847d8f4336,0192fbd88456731f805fa50d956122aa,2025-04-01,WAFFEL_001,NL
0195f2b0a90f73d989771c16283e74bb,0195f2ae5d7c718a87b624a103b0131a,2025-04-01,LUPI_001,IT
0195f0f88e217142b7609afe0309ded5,feaf2ac5ed2547e2aed5159ff6d33835,2025-04-01,CREME_017,IT
0195f15fa76572e7af8f3fc13a91786c,74638a9fef49459abc72909dd1efbfce,2025-04-01,SOJA_002,IT
0195f2d79e5271e9af044484bc23739f,0195f2c2475f719daa698fe6ed8504bb,2025-04-01,MUS_006,IT
0195f3490b6073fea09d9e90aabfa7a3,0190792f032b736d8c8ce641292a4f08,2025-04-01,WALNU_003,IT
0195f086a86a7171b880ab021f6dab5b,01955fb2306a72ce9999680b3f958e51,2025-04-01,MUS_005,IT
0195f11b0b29720a8d7c636c1bccd5a9,e741c75995ab4ffdb4d4c77ad56c3cb1,2025-04-01,BALL_001,NL
0195efa5f5ea718696bfb3e39d199624,0195efa51a28706da00cba23ee34128c,2025-04-01,DRACH_001,NL
0195f30f9d6173cdbf1f98337dbf8f69,0195f30ea459737bbfd0412bd0d208fd,2025-04-01,MANG_003,NL
0195f187a78e71ff9de771524786ade8,566d5605b19d442e9ef86f0cbb910acf,2025-04-01,CASHEW_010,IT
0195ef69ce5d7232aff9cd172b9c6ec3,0195ef685c937385bfb55420a3e0eeef,2025-04-01,EDEL_001,IT
0195f2227ffb731c9a7e3f40e597c452,0195f21f9aa170028231e26421776792,2025-04-01,HIM_009,NL
3f8f8064631a4af4ba1b33caf28524b1,917e2cb8036e4c7a91dbba88d512ec4a,2025-04-01,OEL_012_T6,IT
0ef0dec18bd948558779b4aa9bb7c20c,76ad17e2cfb9458da6b19eace0c3500e,2025-04-01,MEDJO_024,IT
0195f2a92ad4712bb44b0590675d19bf,5c8ae97345db46a58368cdd5619832b7,2025-04-01,PROTEIN_065,IT
0195f2ac369c7161ab16a6c2e9b55289,018e3d5a1018723ebf9bdf14b2dd53d6,2025-04-01,KRAUT_001,IT
0195f296855072afba75e6f62b4bb210,f7f02bb50f7a4cf18b9b5d2db2982b61,2025-04-01,KOKOS_040,IT
0195f2d86a557001a9903a4321d38128,01958faad4a072baaea692b1d7f311b5,2025-04-01,COOKIE_004,IT
0195f1732d1e73c493178070fdfbe0b0,0195901b34d070f89413033b3348dce0,2025-04-01,SALZ_004,IT
0195f14c1eda71c8bdc21d4351a935ba,5d8d013b2fc14bdea41719d05598abba,2025-04-01,CREME_026_ZW,IT
0195f2d08d5971b6bb0e1d940310b97c,a68f35431a6b4b7092ebba31571f969d,2025-04-01,SOJA_019,IT
0195f0b14fa173b48c3e7a924c725f96,ae888461e2744464b6f25d02a7a3afe4,2025-04-01,IT_MUS_144,IT
0195f2e2eb577161bb369bfab5e5c935,7ab2d7c98cf74d8db1baef73d3566df4,2025-04-01,IT_MUS_144,IT
0195f269c23573929c13e31e838534fb,4caaed4359fd492e9b06166d25ed5eff,2025-04-01,IT_MUS_144,IT
0195f2ac369c7161ab16a6c2e9b55289,018e3d5a1018723ebf9bdf14b2dd53d6,2025-04-01,PISTA_001,IT
0195f063fdf0702dbfe7dfa1a24411e3,185dadfec87d4942afef0768d82a082a,2025-04-01,SCHOKO_001,IT
0195f21adb8f7303a1b95adf45b0f205,0195f214bf7173c8a7f0abaa8129650a,2025-04-01,CHIPS_007,IT
0195f2104f7673eb9a2ace287cedefa7,0194a7d207c0726abd61e86cb3b831d6,2025-04-01,SPEKU_001,NL
0195f138b9f7722e83adcc72887dfeaf,018bcf0874c07052baf75827fac7a9bf,2025-04-01,AUFSTR_036,IT
0195f14ac38671ba8d03cf7fbd3c14c8,018ff1be0f7d7382a70dd4429496e17c,2025-04-01,MUS_007,IT
0195f1362a937123be65b4adaefb0dfd,018b85cfe3b27399831ebae7125a44f7,2025-04-01,AMA_004,IT
0195f225ce8d7041a983d98a325519c5,0195f1f3e63c72299589fa95f3711a30,2025-04-01,CREME_001,IT
0195f1793b3271bba0709a497d7236bc,9126837d2a824035b0fc18f973f9959e,2025-04-01,TOM_001,IT
0195f358f0ee727b9cf05a33992b166e,0194e2856aa27371b1014b7c356ac897,2025-04-01,MUS_005,IT
0195f29f6f1573968886920ce61820e6,0195f29ceb74706cb841ad2792fbbc47,2025-04-01,CASHEW_002,IT
0195f18f7bbe7279aff5b307b11927c8,0195f18ab373731ea68deb5014efe2d2,2025-04-01,VEPRO_001,IT
0195f1462d08737da2de061af3fb1035,018beebea8d771caa464d83f4e325ca4,2025-04-01,EMAIL-Welcome-Back-5%-0125,IT
0195f1468da972548f9d41c7e242c08f,0195f14609cb738ca2e03d6198936216,2025-04-01,FIOCCO5,IT
0195f25e00747324b895eb0e341a7663,0195d8b8d53270e299c93388ee6b1ee6,2025-04-01,VEGGILAINE,NL
0195f0d7d03170ada76eea73b82e794a,387d4e4720ad408b8aa2af57ad103f0f,2025-04-01,CUPS_016,IT
0195f338e7a5704ebbf209c476c0b186,01938d4b50717088957397d106a15889,2025-04-01,BANA_002,IT
0195efdf5f06701fa7b26e229df62b5f,0191dac1d304730f8c16ae625436b5af,2025-04-01,MUS_004,IT
0195f113118f706a89bffae0379a844a,0190376e50947173b53323db70299706,2025-04-01,WALNU_008,IT
0195f31599d3727294828394211b73f9,0195f30f86f1719babee11405d07b431,2025-04-01,MAIS_018,IT
0195f1665d5271ffbc424852e6ac95b2,01938697ca7c7092b63e2b0cea86a508,2025-04-01,PORRIDGE_009,IT
0195f111100673e9bc62a1ddfe613251,0195a5c81ab6706d9343836f2c2f6ac4,2025-04-01,SOJA_002,IT
0195f1dc05e170cb9926b4d1890f5089,018c367e20857261936ef356da51b1ce,2025-04-01,MUS_006,IT
0195f15f9ea2714ab0beeb8a4ff0b24a,0195f15de2e27051b2aa451ad5368e0c,2025-04-01,VPARM_001,IT
0195f241ba2a73b49c6d08118035cf50,0195b03d7e7070b79ae1ab1ad6ef37e0,2025-04-01,KOKOS_038,IT
0195f2fc7665709f90649dc714612122,307574c5f17e412faa4a211b4ce37e89,2025-04-01,CASHEW_002,IT
0195f17c3da370fd9bbb83bf5e08b92d,0191243240cc719e9245b7911222346f,2025-04-01,VEPRO_001,IT
0195f11ae376705da0e9dd8ea18fa2e5,0195f119982771c7a4b4b9ab1ca06f01,2025-04-01,MANG_029,IT
0195f037829c727cb91e810136ca1632,6035e8765a4a4a7b80b5e3afda1f2be8,2025-04-01,PISTA_001,IT
0195f2fc7665709f90649dc714612122,307574c5f17e412faa4a211b4ce37e89,2025-04-01,PISTA_001,IT
0195f24adffc7166afedec7978ec2d7e,0192531978c872b08c12757ea0db5861,2025-04-01,MUS_053,IT
0ef0dec18bd948558779b4aa9bb7c20c,76ad17e2cfb9458da6b19eace0c3500e,2025-04-01,MUS_128,IT
0195f302c4e872b998e74ddd470313ea,b1fed9a4e54c4d08881d4d5224bcfa15,2025-04-01,SALZ_001,IT
0195f0f9f537701faa44d9a4f8fdc2db,0194596a4e3c717bac241e65fd2e2965,2025-04-01,SOJA_013,NL
0195f171b454705d84643df648e7eb10,eb05358c146a424393d9803d6c85511c,2025-04-01,ERDNUSS_005,IT
0195f2104f7673eb9a2ace287cedefa7,0194a7d207c0726abd61e86cb3b831d6,2025-04-01,MUS_004,NL
0195f2e2eb577161bb369bfab5e5c935,7ab2d7c98cf74d8db1baef73d3566df4,2025-04-01,MUS_007,IT
0195f2210335703f9257e5a97e4adb7e,0195811cdea773c384f24b5c95dbc87d,2025-04-01,MUS_073,IT
0195f1a7867b702885465e56c0550218,0195f1a6085c733fa5210050f1bcd196,2025-04-01,SOJA_001,IT
0195f00b1abb711eaa967796a5bf90c0,1eff2f5b40bc4c46a7d820cf6bb1567f,2025-04-01,GRANOLA_004,IT
0195f1aacc0d7192b77fbaa9917085c1,0191b2cd5e15736cac16652a6319e975,2025-04-01,WALNU_003,IT
0195f2eb69f670fdb11b64c0aebf0104,019278167ad473b585155c871a3bfa32,2025-04-01,MUS_005,IT
0195f2c0e98570f8841dc08130f1306d,7a2cf6819a544a3ea0dce1eb06324dfb,2025-04-01,ERD_004,IT
0195f2d9d525723cbd76d3bd0ae04474,019213fd70b0712d918862dcf61d6fd7,2025-04-01,BREZ_011,IT
0195f332b6ff70619d19a1fbb8684d03,01928701c487710a92a8232c5b238b3b,2025-04-01,MUS_053,NL
0195f10b7bf57331ba2ccd8d9a8d9f00,019479e544977072bc32dff7e534390e,2025-04-01,STREGAKORO,IT
0195f153bb1572ea89c6d6f3f21f35fe,f4e50109fa06482594aa30f10714bae8,2025-04-01,BOHNE_024,IT
0195f3004fe2734eaecb04b86d85ac00,0195f2ff93d070f0b8ac2eebd2210b89,2025-04-01,KOKOS_040,IT
0195f0b341a37004b7946d25180f34de,01951f1c7df67280b11f015a47609cc0,2025-04-01,PROTEIN_053,IT
0195f0b7eaca73e88e679dab5da650ab,0195f0b7837573d6bc463c7f6a006e72,2025-04-01,CUPS_018,NL
0195f0d795367355bd8fe2e1a28d2633,01957ead79ef708c8ed71cb35ac38f0d,2025-04-01,DATT_038,NL
0195f2d0e3f170d99dfbcd1c830456a8,0195950664837013a756fb6c5e507375,2025-04-01,ERDNUSS_003,IT
0195f1ad1c6a721795eb999b9ff00b16,0195f1ac9ae1718ba3309fe7f9f18cfe,2025-04-01,MUS_007,IT
0195f0a06bf97213afacb1fb58b2c3ba,01936d100743727ca7f2b2e5d7ba8c47,2025-04-01,COUS_004,IT
0195f16b7ccd7109921f8d0594f5c503,0195f16af73270aba1f71511b62f2634,2025-04-01,MUS_005,IT
0195f0d7d520703abd5b8267889f6892,018f4f2eec79730d9b4377fe415c0278,2025-04-01,AHORN_001,IT
0195f193d06072cd9b987266a386a60c,0190e959cbf5726e8b17afeb3b8c8657,2025-04-01,MUS_053,IT
